,R1-f,R1-p,R1-r,R2-f,R2-p,R2-r,Rl-f,Rl-p,Rl-r,Test Regression Loss
Averaged Glove Vectors,20.25126279912776,17.127109625603964,31.217825370623196,4.084391739949516,3.4633247198956227,6.404850145604995,20.44985369214179,17.967980067868783,28.451117279608393,0.01776872370670156
